family_id,source_task_id,domain,user_a,user_b,counterfactual_relevance,expected_decision_divergence,minimal_fact_axes,naturalness_review,privacy_review,pair_decision,reviewer,notes
PDR_T05,5,Education,User1,User6,pending,,,pending,pending,unreviewed,,
PDR_T05,5,Education,User1,User7,pending,,,pending,pending,unreviewed,,
PDR_T05,5,Education,User2,User5,pending,,,pending,pending,unreviewed,,
PDR_T05,5,Education,User2,User6,pending,,,pending,pending,unreviewed,,
PDR_T05,5,Education,User2,User7,pending,,,pending,pending,unreviewed,,
PDR_T05,5,Education,User5,User6,pending,,,pending,pending,unreviewed,,
PDR_T05,5,Education,User5,User7,pending,,,pending,pending,unreviewed,,
PDR_T05,5,Education,User6,User7,pending,,,pending,pending,unreviewed,,
PDR_T06,6,Career,User9,User11,pending,,,pending,pending,unreviewed,,
PDR_T06,6,Career,User9,User15,pending,,,pending,pending,unreviewed,,
PDR_T06,6,Career,User9,User18,pending,,,pending,pending,unreviewed,,
PDR_T06,6,Career,User9,User20,pending,,,pending,pending,unreviewed,,
PDR_T06,6,Career,User11,User15,pending,,,pending,pending,unreviewed,,
PDR_T06,6,Career,User11,User18,pending,,,pending,pending,unreviewed,,
PDR_T06,6,Career,User11,User20,pending,,,pending,pending,unreviewed,,
PDR_T06,6,Career,User15,User18,pending,,,pending,pending,unreviewed,,
PDR_T06,6,Career,User15,User20,pending,,,pending,pending,unreviewed,,
PDR_T06,6,Career,User18,User20,pending,,,pending,pending,unreviewed,,
PDR_T07,7,Career,User10,User11,pending,,,pending,pending,unreviewed,,
PDR_T07,7,Career,User10,User12,pending,,,pending,pending,unreviewed,,
PDR_T07,7,Career,User10,User18,pending,,,pending,pending,unreviewed,,
PDR_T07,7,Career,User10,User19,pending,,,pending,pending,unreviewed,,
PDR_T07,7,Career,User11,User12,pending,,,pending,pending,unreviewed,,
PDR_T07,7,Career,User11,User18,pending,,,pending,pending,unreviewed,,
PDR_T07,7,Career,User11,User19,pending,,,pending,pending,unreviewed,,
PDR_T07,7,Career,User12,User18,pending,,,pending,pending,unreviewed,,
PDR_T07,7,Career,User12,User19,pending,,,pending,pending,unreviewed,,
PDR_T07,7,Career,User18,User19,pending,,,pending,pending,unreviewed,,
PDR_T08,8,Career,User9,User11,pending,,,pending,pending,unreviewed,,
PDR_T08,8,Career,User9,User18,pending,,,pending,pending,unreviewed,,
PDR_T08,8,Career,User9,User20,pending,,,pending,pending,unreviewed,,
PDR_T08,8,Career,User11,User18,pending,,,pending,pending,unreviewed,,
PDR_T08,8,Career,User11,User20,pending,,,pending,pending,unreviewed,,
PDR_T08,8,Career,User18,User20,pending,,,pending,pending,unreviewed,,
PDR_T09,9,Career,User8,User9,pending,,,pending,pending,unreviewed,,
PDR_T09,9,Career,User8,User11,pending,,,pending,pending,unreviewed,,
PDR_T09,9,Career,User8,User18,pending,,,pending,pending,unreviewed,,
PDR_T09,9,Career,User8,User20,pending,,,pending,pending,unreviewed,,
PDR_T09,9,Career,User9,User11,pending,,,pending,pending,unreviewed,,
PDR_T09,9,Career,User9,User18,pending,,,pending,pending,unreviewed,,
PDR_T09,9,Career,User9,User20,pending,,,pending,pending,unreviewed,,
PDR_T09,9,Career,User11,User18,pending,,,pending,pending,unreviewed,,
PDR_T09,9,Career,User11,User20,pending,,,pending,pending,unreviewed,,
PDR_T09,9,Career,User18,User20,pending,,,pending,pending,unreviewed,,
PDR_T10,10,Career,User8,User9,pending,,,pending,pending,unreviewed,,
PDR_T10,10,Career,User8,User11,pending,,,pending,pending,unreviewed,,
PDR_T10,10,Career,User8,User18,pending,,,pending,pending,unreviewed,,
PDR_T10,10,Career,User8,User19,pending,,,pending,pending,unreviewed,,
PDR_T10,10,Career,User8,User20,pending,,,pending,pending,unreviewed,,
PDR_T10,10,Career,User9,User11,pending,,,pending,pending,unreviewed,,
PDR_T10,10,Career,User9,User18,pending,,,pending,pending,unreviewed,,
PDR_T10,10,Career,User9,User19,pending,,,pending,pending,unreviewed,,
PDR_T10,10,Career,User9,User20,pending,,,pending,pending,unreviewed,,
PDR_T10,10,Career,User11,User18,pending,,,pending,pending,unreviewed,,
PDR_T10,10,Career,User11,User19,pending,,,pending,pending,unreviewed,,
PDR_T10,10,Career,User11,User20,pending,,,pending,pending,unreviewed,,
PDR_T10,10,Career,User18,User19,pending,,,pending,pending,unreviewed,,
PDR_T10,10,Career,User18,User20,pending,,,pending,pending,unreviewed,,
PDR_T10,10,Career,User19,User20,pending,,,pending,pending,unreviewed,,
PDR_T11,11,Health,User1,User4,pending,,,pending,pending,unreviewed,,
PDR_T11,11,Health,User1,User11,pending,,,pending,pending,unreviewed,,
PDR_T11,11,Health,User1,User13,pending,,,pending,pending,unreviewed,,
PDR_T11,11,Health,User1,User18,pending,,,pending,pending,unreviewed,,
PDR_T11,11,Health,User4,User11,pending,,,pending,pending,unreviewed,,
PDR_T11,11,Health,User4,User13,pending,,,pending,pending,unreviewed,,
PDR_T11,11,Health,User4,User18,pending,,,pending,pending,unreviewed,,
PDR_T11,11,Health,User11,User13,pending,,,pending,pending,unreviewed,,
PDR_T11,11,Health,User11,User18,pending,,,pending,pending,unreviewed,,
PDR_T11,11,Health,User13,User18,pending,,,pending,pending,unreviewed,,
PDR_T12,12,Health,User2,User5,pending,,,pending,pending,unreviewed,,
PDR_T12,12,Health,User2,User9,pending,,,pending,pending,unreviewed,,
PDR_T12,12,Health,User2,User15,pending,,,pending,pending,unreviewed,,
PDR_T12,12,Health,User2,User20,pending,,,pending,pending,unreviewed,,
PDR_T12,12,Health,User5,User9,pending,,,pending,pending,unreviewed,,
PDR_T12,12,Health,User5,User15,pending,,,pending,pending,unreviewed,,
PDR_T12,12,Health,User5,User20,pending,,,pending,pending,unreviewed,,
PDR_T12,12,Health,User9,User15,pending,,,pending,pending,unreviewed,,
PDR_T12,12,Health,User9,User20,pending,,,pending,pending,unreviewed,,
PDR_T12,12,Health,User15,User20,pending,,,pending,pending,unreviewed,,
PDR_T13,13,Health,User10,User16,pending,,,pending,pending,unreviewed,,
PDR_T13,13,Health,User10,User19,pending,,,pending,pending,unreviewed,,
PDR_T13,13,Health,User10,User21,pending,,,pending,pending,unreviewed,,
PDR_T13,13,Health,User10,User24,pending,,,pending,pending,unreviewed,,
PDR_T13,13,Health,User16,User19,pending,,,pending,pending,unreviewed,,
PDR_T13,13,Health,User16,User21,pending,,,pending,pending,unreviewed,,
PDR_T13,13,Health,User16,User24,pending,,,pending,pending,unreviewed,,
PDR_T13,13,Health,User19,User21,pending,,,pending,pending,unreviewed,,
PDR_T13,13,Health,User19,User24,pending,,,pending,pending,unreviewed,,
PDR_T13,13,Health,User21,User24,pending,,,pending,pending,unreviewed,,
PDR_T14,14,Health,User3,User4,pending,,,pending,pending,unreviewed,,
PDR_T14,14,Health,User3,User7,pending,,,pending,pending,unreviewed,,
PDR_T14,14,Health,User3,User14,pending,,,pending,pending,unreviewed,,
PDR_T14,14,Health,User3,User22,pending,,,pending,pending,unreviewed,,
PDR_T14,14,Health,User4,User7,pending,,,pending,pending,unreviewed,,
PDR_T14,14,Health,User4,User14,pending,,,pending,pending,unreviewed,,
PDR_T14,14,Health,User4,User22,pending,,,pending,pending,unreviewed,,
PDR_T14,14,Health,User7,User14,pending,,,pending,pending,unreviewed,,
PDR_T14,14,Health,User7,User22,pending,,,pending,pending,unreviewed,,
PDR_T14,14,Health,User14,User22,pending,,,pending,pending,unreviewed,,
PDR_T15,15,Health,User2,User10,pending,,,pending,pending,unreviewed,,
PDR_T15,15,Health,User2,User15,pending,,,pending,pending,unreviewed,,
PDR_T15,15,Health,User2,User22,pending,,,pending,pending,unreviewed,,
PDR_T15,15,Health,User2,User23,pending,,,pending,pending,unreviewed,,
PDR_T15,15,Health,User10,User15,pending,,,pending,pending,unreviewed,,
PDR_T15,15,Health,User10,User22,pending,,,pending,pending,unreviewed,,
PDR_T15,15,Health,User10,User23,pending,,,pending,pending,unreviewed,,
PDR_T15,15,Health,User15,User22,pending,,,pending,pending,unreviewed,,
PDR_T15,15,Health,User15,User23,pending,,,pending,pending,unreviewed,,
PDR_T15,15,Health,User22,User23,pending,,,pending,pending,unreviewed,,
PDR_T16,16,Travel,User1,User5,pending,,,pending,pending,unreviewed,,
PDR_T16,16,Travel,User1,User7,pending,,,pending,pending,unreviewed,,
PDR_T16,16,Travel,User1,User9,pending,,,pending,pending,unreviewed,,
PDR_T16,16,Travel,User1,User14,pending,,,pending,pending,unreviewed,,
PDR_T16,16,Travel,User5,User7,pending,,,pending,pending,unreviewed,,
PDR_T16,16,Travel,User5,User9,pending,,,pending,pending,unreviewed,,
PDR_T16,16,Travel,User5,User14,pending,,,pending,pending,unreviewed,,
PDR_T16,16,Travel,User7,User9,pending,,,pending,pending,unreviewed,,
PDR_T16,16,Travel,User7,User14,pending,,,pending,pending,unreviewed,,
PDR_T16,16,Travel,User9,User14,pending,,,pending,pending,unreviewed,,
PDR_T17,17,Travel,User10,User16,pending,,,pending,pending,unreviewed,,
PDR_T17,17,Travel,User10,User17,pending,,,pending,pending,unreviewed,,
PDR_T17,17,Travel,User10,User19,pending,,,pending,pending,unreviewed,,
PDR_T17,17,Travel,User10,User21,pending,,,pending,pending,unreviewed,,
PDR_T17,17,Travel,User16,User17,pending,,,pending,pending,unreviewed,,
PDR_T17,17,Travel,User16,User19,pending,,,pending,pending,unreviewed,,
PDR_T17,17,Travel,User16,User21,pending,,,pending,pending,unreviewed,,
PDR_T17,17,Travel,User17,User19,pending,,,pending,pending,unreviewed,,
PDR_T17,17,Travel,User17,User21,pending,,,pending,pending,unreviewed,,
PDR_T17,17,Travel,User19,User21,pending,,,pending,pending,unreviewed,,
PDR_T18,18,Travel,User8,User10,pending,,,pending,pending,unreviewed,,
PDR_T18,18,Travel,User8,User12,pending,,,pending,pending,unreviewed,,
PDR_T18,18,Travel,User8,User19,pending,,,pending,pending,unreviewed,,
PDR_T18,18,Travel,User8,User22,pending,,,pending,pending,unreviewed,,
PDR_T18,18,Travel,User10,User12,pending,,,pending,pending,unreviewed,,
PDR_T18,18,Travel,User10,User19,pending,,,pending,pending,unreviewed,,
PDR_T18,18,Travel,User10,User22,pending,,,pending,pending,unreviewed,,
PDR_T18,18,Travel,User12,User19,pending,,,pending,pending,unreviewed,,
PDR_T18,18,Travel,User12,User22,pending,,,pending,pending,unreviewed,,
PDR_T18,18,Travel,User19,User22,pending,,,pending,pending,unreviewed,,
PDR_T19,19,Travel,User1,User7,pending,,,pending,pending,unreviewed,,
PDR_T19,19,Travel,User1,User15,pending,,,pending,pending,unreviewed,,
PDR_T19,19,Travel,User1,User18,pending,,,pending,pending,unreviewed,,
PDR_T19,19,Travel,User1,User25,pending,,,pending,pending,unreviewed,,
PDR_T19,19,Travel,User7,User15,pending,,,pending,pending,unreviewed,,
PDR_T19,19,Travel,User7,User18,pending,,,pending,pending,unreviewed,,
PDR_T19,19,Travel,User7,User25,pending,,,pending,pending,unreviewed,,
PDR_T19,19,Travel,User15,User18,pending,,,pending,pending,unreviewed,,
PDR_T19,19,Travel,User15,User25,pending,,,pending,pending,unreviewed,,
PDR_T19,19,Travel,User18,User25,pending,,,pending,pending,unreviewed,,
PDR_T20,20,Travel,User1,User5,pending,,,pending,pending,unreviewed,,
PDR_T20,20,Travel,User1,User8,pending,,,pending,pending,unreviewed,,
PDR_T20,20,Travel,User1,User11,pending,,,pending,pending,unreviewed,,
PDR_T20,20,Travel,User1,User14,pending,,,pending,pending,unreviewed,,
PDR_T20,20,Travel,User5,User8,pending,,,pending,pending,unreviewed,,
PDR_T20,20,Travel,User5,User11,pending,,,pending,pending,unreviewed,,
PDR_T20,20,Travel,User5,User14,pending,,,pending,pending,unreviewed,,
PDR_T20,20,Travel,User8,User11,pending,,,pending,pending,unreviewed,,
PDR_T20,20,Travel,User8,User14,pending,,,pending,pending,unreviewed,,
PDR_T20,20,Travel,User11,User14,pending,,,pending,pending,unreviewed,,
PDR_T21,21,Finance,User10,User11,pending,,,pending,pending,unreviewed,,
PDR_T21,21,Finance,User10,User12,pending,,,pending,pending,unreviewed,,
PDR_T21,21,Finance,User10,User16,pending,,,pending,pending,unreviewed,,
PDR_T21,21,Finance,User10,User19,pending,,,pending,pending,unreviewed,,
PDR_T21,21,Finance,User11,User12,pending,,,pending,pending,unreviewed,,
PDR_T21,21,Finance,User11,User16,pending,,,pending,pending,unreviewed,,
PDR_T21,21,Finance,User11,User19,pending,,,pending,pending,unreviewed,,
PDR_T21,21,Finance,User12,User16,pending,,,pending,pending,unreviewed,,
PDR_T21,21,Finance,User12,User19,pending,,,pending,pending,unreviewed,,
PDR_T21,21,Finance,User16,User19,pending,,,pending,pending,unreviewed,,
PDR_T22,22,Finance,User13,User14,pending,,,pending,pending,unreviewed,,
PDR_T22,22,Finance,User13,User15,pending,,,pending,pending,unreviewed,,
PDR_T22,22,Finance,User13,User18,pending,,,pending,pending,unreviewed,,
PDR_T22,22,Finance,User13,User19,pending,,,pending,pending,unreviewed,,
PDR_T22,22,Finance,User14,User15,pending,,,pending,pending,unreviewed,,
PDR_T22,22,Finance,User14,User18,pending,,,pending,pending,unreviewed,,
PDR_T22,22,Finance,User14,User19,pending,,,pending,pending,unreviewed,,
PDR_T22,22,Finance,User15,User18,pending,,,pending,pending,unreviewed,,
PDR_T22,22,Finance,User15,User19,pending,,,pending,pending,unreviewed,,
PDR_T22,22,Finance,User18,User19,pending,,,pending,pending,unreviewed,,
PDR_T23,23,Finance,User8,User9,pending,,,pending,pending,unreviewed,,
PDR_T23,23,Finance,User8,User11,pending,,,pending,pending,unreviewed,,
PDR_T23,23,Finance,User8,User14,pending,,,pending,pending,unreviewed,,
PDR_T23,23,Finance,User8,User20,pending,,,pending,pending,unreviewed,,
PDR_T23,23,Finance,User9,User11,pending,,,pending,pending,unreviewed,,
PDR_T23,23,Finance,User9,User14,pending,,,pending,pending,unreviewed,,
PDR_T23,23,Finance,User9,User20,pending,,,pending,pending,unreviewed,,
PDR_T23,23,Finance,User11,User14,pending,,,pending,pending,unreviewed,,
PDR_T23,23,Finance,User11,User20,pending,,,pending,pending,unreviewed,,
PDR_T23,23,Finance,User14,User20,pending,,,pending,pending,unreviewed,,
PDR_T24,24,Finance,User10,User12,pending,,,pending,pending,unreviewed,,
PDR_T24,24,Finance,User10,User13,pending,,,pending,pending,unreviewed,,
PDR_T24,24,Finance,User10,User17,pending,,,pending,pending,unreviewed,,
PDR_T24,24,Finance,User10,User24,pending,,,pending,pending,unreviewed,,
PDR_T24,24,Finance,User12,User13,pending,,,pending,pending,unreviewed,,
PDR_T24,24,Finance,User12,User17,pending,,,pending,pending,unreviewed,,
PDR_T24,24,Finance,User12,User24,pending,,,pending,pending,unreviewed,,
PDR_T24,24,Finance,User13,User17,pending,,,pending,pending,unreviewed,,
PDR_T24,24,Finance,User13,User24,pending,,,pending,pending,unreviewed,,
PDR_T24,24,Finance,User17,User24,pending,,,pending,pending,unreviewed,,
PDR_T25,25,Finance,User5,User11,pending,,,pending,pending,unreviewed,,
PDR_T25,25,Finance,User5,User12,pending,,,pending,pending,unreviewed,,
PDR_T25,25,Finance,User5,User14,pending,,,pending,pending,unreviewed,,
PDR_T25,25,Finance,User5,User18,pending,,,pending,pending,unreviewed,,
PDR_T25,25,Finance,User11,User12,pending,,,pending,pending,unreviewed,,
PDR_T25,25,Finance,User11,User14,pending,,,pending,pending,unreviewed,,
PDR_T25,25,Finance,User11,User18,pending,,,pending,pending,unreviewed,,
PDR_T25,25,Finance,User12,User14,pending,,,pending,pending,unreviewed,,
PDR_T25,25,Finance,User12,User18,pending,,,pending,pending,unreviewed,,
PDR_T25,25,Finance,User14,User18,pending,,,pending,pending,unreviewed,,
PDR_T26,26,Creative,User2,User4,pending,,,pending,pending,unreviewed,,
PDR_T26,26,Creative,User2,User7,pending,,,pending,pending,unreviewed,,
PDR_T26,26,Creative,User2,User9,pending,,,pending,pending,unreviewed,,
PDR_T26,26,Creative,User2,User13,pending,,,pending,pending,unreviewed,,
PDR_T26,26,Creative,User4,User7,pending,,,pending,pending,unreviewed,,
PDR_T26,26,Creative,User4,User9,pending,,,pending,pending,unreviewed,,
PDR_T26,26,Creative,User4,User13,pending,,,pending,pending,unreviewed,,
PDR_T26,26,Creative,User7,User9,pending,,,pending,pending,unreviewed,,
PDR_T26,26,Creative,User7,User13,pending,,,pending,pending,unreviewed,,
PDR_T26,26,Creative,User9,User13,pending,,,pending,pending,unreviewed,,
PDR_T27,27,Creative,User2,User7,pending,,,pending,pending,unreviewed,,
PDR_T27,27,Creative,User2,User13,pending,,,pending,pending,unreviewed,,
PDR_T27,27,Creative,User2,User14,pending,,,pending,pending,unreviewed,,
PDR_T27,27,Creative,User2,User15,pending,,,pending,pending,unreviewed,,
PDR_T27,27,Creative,User7,User13,pending,,,pending,pending,unreviewed,,
PDR_T27,27,Creative,User7,User14,pending,,,pending,pending,unreviewed,,
PDR_T27,27,Creative,User7,User15,pending,,,pending,pending,unreviewed,,
PDR_T27,27,Creative,User13,User14,pending,,,pending,pending,unreviewed,,
PDR_T27,27,Creative,User13,User15,pending,,,pending,pending,unreviewed,,
PDR_T27,27,Creative,User14,User15,pending,,,pending,pending,unreviewed,,
PDR_T28,28,Creative,User1,User2,pending,,,pending,pending,unreviewed,,
PDR_T28,28,Creative,User1,User7,pending,,,pending,pending,unreviewed,,
PDR_T28,28,Creative,User1,User10,pending,,,pending,pending,unreviewed,,
PDR_T28,28,Creative,User1,User12,pending,,,pending,pending,unreviewed,,
PDR_T28,28,Creative,User2,User7,pending,,,pending,pending,unreviewed,,
PDR_T28,28,Creative,User2,User10,pending,,,pending,pending,unreviewed,,
PDR_T28,28,Creative,User2,User12,pending,,,pending,pending,unreviewed,,
PDR_T28,28,Creative,User7,User10,pending,,,pending,pending,unreviewed,,
PDR_T28,28,Creative,User7,User12,pending,,,pending,pending,unreviewed,,
PDR_T28,28,Creative,User10,User12,pending,,,pending,pending,unreviewed,,
PDR_T29,29,Creative,User10,User13,pending,,,pending,pending,unreviewed,,
PDR_T29,29,Creative,User10,User15,pending,,,pending,pending,unreviewed,,
PDR_T29,29,Creative,User10,User18,pending,,,pending,pending,unreviewed,,
PDR_T29,29,Creative,User10,User19,pending,,,pending,pending,unreviewed,,
PDR_T29,29,Creative,User13,User15,pending,,,pending,pending,unreviewed,,
PDR_T29,29,Creative,User13,User18,pending,,,pending,pending,unreviewed,,
PDR_T29,29,Creative,User13,User19,pending,,,pending,pending,unreviewed,,
PDR_T29,29,Creative,User15,User18,pending,,,pending,pending,unreviewed,,
PDR_T29,29,Creative,User15,User19,pending,,,pending,pending,unreviewed,,
PDR_T29,29,Creative,User18,User19,pending,,,pending,pending,unreviewed,,
PDR_T30,30,Creative,User7,User9,pending,,,pending,pending,unreviewed,,
PDR_T30,30,Creative,User7,User12,pending,,,pending,pending,unreviewed,,
PDR_T30,30,Creative,User7,User14,pending,,,pending,pending,unreviewed,,
PDR_T30,30,Creative,User7,User15,pending,,,pending,pending,unreviewed,,
PDR_T30,30,Creative,User9,User12,pending,,,pending,pending,unreviewed,,
PDR_T30,30,Creative,User9,User14,pending,,,pending,pending,unreviewed,,
PDR_T30,30,Creative,User9,User15,pending,,,pending,pending,unreviewed,,
PDR_T30,30,Creative,User12,User14,pending,,,pending,pending,unreviewed,,
PDR_T30,30,Creative,User12,User15,pending,,,pending,pending,unreviewed,,
PDR_T30,30,Creative,User14,User15,pending,,,pending,pending,unreviewed,,
PDR_T31,31,Shopping,User4,User9,pending,,,pending,pending,unreviewed,,
PDR_T31,31,Shopping,User4,User14,pending,,,pending,pending,unreviewed,,
PDR_T31,31,Shopping,User4,User17,pending,,,pending,pending,unreviewed,,
PDR_T31,31,Shopping,User4,User23,pending,,,pending,pending,unreviewed,,
PDR_T31,31,Shopping,User9,User14,pending,,,pending,pending,unreviewed,,
PDR_T31,31,Shopping,User9,User17,pending,,,pending,pending,unreviewed,,
PDR_T31,31,Shopping,User9,User23,pending,,,pending,pending,unreviewed,,
PDR_T31,31,Shopping,User14,User17,pending,,,pending,pending,unreviewed,,
PDR_T31,31,Shopping,User14,User23,pending,,,pending,pending,unreviewed,,
PDR_T31,31,Shopping,User17,User23,pending,,,pending,pending,unreviewed,,
PDR_T32,32,Shopping,User8,User11,pending,,,pending,pending,unreviewed,,
PDR_T32,32,Shopping,User8,User13,pending,,,pending,pending,unreviewed,,
PDR_T32,32,Shopping,User8,User18,pending,,,pending,pending,unreviewed,,
PDR_T32,32,Shopping,User8,User19,pending,,,pending,pending,unreviewed,,
PDR_T32,32,Shopping,User11,User13,pending,,,pending,pending,unreviewed,,
PDR_T32,32,Shopping,User11,User18,pending,,,pending,pending,unreviewed,,
PDR_T32,32,Shopping,User11,User19,pending,,,pending,pending,unreviewed,,
PDR_T32,32,Shopping,User13,User18,pending,,,pending,pending,unreviewed,,
PDR_T32,32,Shopping,User13,User19,pending,,,pending,pending,unreviewed,,
PDR_T32,32,Shopping,User18,User19,pending,,,pending,pending,unreviewed,,
PDR_T33,33,Shopping,User4,User7,pending,,,pending,pending,unreviewed,,
PDR_T33,33,Shopping,User4,User12,pending,,,pending,pending,unreviewed,,
PDR_T33,33,Shopping,User4,User13,pending,,,pending,pending,unreviewed,,
PDR_T33,33,Shopping,User4,User21,pending,,,pending,pending,unreviewed,,
PDR_T33,33,Shopping,User7,User12,pending,,,pending,pending,unreviewed,,
PDR_T33,33,Shopping,User7,User13,pending,,,pending,pending,unreviewed,,
PDR_T33,33,Shopping,User7,User21,pending,,,pending,pending,unreviewed,,
PDR_T33,33,Shopping,User12,User13,pending,,,pending,pending,unreviewed,,
PDR_T33,33,Shopping,User12,User21,pending,,,pending,pending,unreviewed,,
PDR_T33,33,Shopping,User13,User21,pending,,,pending,pending,unreviewed,,
PDR_T34,34,Shopping,User2,User10,pending,,,pending,pending,unreviewed,,
PDR_T34,34,Shopping,User2,User18,pending,,,pending,pending,unreviewed,,
PDR_T34,34,Shopping,User2,User23,pending,,,pending,pending,unreviewed,,
PDR_T34,34,Shopping,User2,User25,pending,,,pending,pending,unreviewed,,
PDR_T34,34,Shopping,User10,User18,pending,,,pending,pending,unreviewed,,
PDR_T34,34,Shopping,User10,User23,pending,,,pending,pending,unreviewed,,
PDR_T34,34,Shopping,User10,User25,pending,,,pending,pending,unreviewed,,
PDR_T34,34,Shopping,User18,User23,pending,,,pending,pending,unreviewed,,
PDR_T34,34,Shopping,User18,User25,pending,,,pending,pending,unreviewed,,
PDR_T34,34,Shopping,User23,User25,pending,,,pending,pending,unreviewed,,
PDR_T35,35,Shopping,User1,User6,pending,,,pending,pending,unreviewed,,
PDR_T35,35,Shopping,User1,User8,pending,,,pending,pending,unreviewed,,
PDR_T35,35,Shopping,User1,User11,pending,,,pending,pending,unreviewed,,
PDR_T35,35,Shopping,User1,User14,pending,,,pending,pending,unreviewed,,
PDR_T35,35,Shopping,User6,User8,pending,,,pending,pending,unreviewed,,
PDR_T35,35,Shopping,User6,User11,pending,,,pending,pending,unreviewed,,
PDR_T35,35,Shopping,User6,User14,pending,,,pending,pending,unreviewed,,
PDR_T35,35,Shopping,User8,User11,pending,,,pending,pending,unreviewed,,
PDR_T35,35,Shopping,User8,User14,pending,,,pending,pending,unreviewed,,
PDR_T35,35,Shopping,User11,User14,pending,,,pending,pending,unreviewed,,
PDR_T36,36,Real Estate,User10,User12,pending,,,pending,pending,unreviewed,,
PDR_T36,36,Real Estate,User10,User13,pending,,,pending,pending,unreviewed,,
PDR_T36,36,Real Estate,User10,User16,pending,,,pending,pending,unreviewed,,
PDR_T36,36,Real Estate,User10,User19,pending,,,pending,pending,unreviewed,,
PDR_T36,36,Real Estate,User12,User13,pending,,,pending,pending,unreviewed,,
PDR_T36,36,Real Estate,User12,User16,pending,,,pending,pending,unreviewed,,
PDR_T36,36,Real Estate,User12,User19,pending,,,pending,pending,unreviewed,,
PDR_T36,36,Real Estate,User13,User16,pending,,,pending,pending,unreviewed,,
PDR_T36,36,Real Estate,User13,User19,pending,,,pending,pending,unreviewed,,
PDR_T36,36,Real Estate,User16,User19,pending,,,pending,pending,unreviewed,,
PDR_T37,37,Real Estate,User8,User11,pending,,,pending,pending,unreviewed,,
PDR_T37,37,Real Estate,User8,User14,pending,,,pending,pending,unreviewed,,
PDR_T37,37,Real Estate,User8,User18,pending,,,pending,pending,unreviewed,,
PDR_T37,37,Real Estate,User8,User20,pending,,,pending,pending,unreviewed,,
PDR_T37,37,Real Estate,User11,User14,pending,,,pending,pending,unreviewed,,
